Job_Description,CV_Text,Label
"חשמלאי /ת אחזקה איש אחזקה בצוות תחזוקת מבניםביצוע עבודות אחזקה בתחום: חשמל בניין, מיזוג אויר, חדרים נקיים ועוד, מכונות, לוחות חשמל.אחריות וניהול תחום החשמל המפעלי. עבודה תחת  מנהל מחלקת אחזקה ותשתיות.התפקיד כולל:ביצוע עבודות אחזקה בתחום החשמל.תכנון וביצוע עבודות אחזקה מונעת עפ""י תכנית עבודה.התפקיד משלב עבודה בצוות ועצמאית הכולל ליווי קבלנים בתחום החשמל.משרה מלאה עם נכונות לשעות נוספות במקרה צורך.- עבודה א-ה בין השעות 7:30-16:36, ש""נ בהתאם לצורך וימי שישי לסירוגין.- הסעות מאשדוד ויבנה- חדר אוכל מסובסד- תנאים טובים למתאימיםלציין מס' ת.ז.!!!דרישות: תפקיד לא ניהוליעבודה בצוות!!!רישיון חשמלאי מוסמך - חובה.רקע וניסיון מעשי במגוון עבודות אחזקה: חשמל בניין, קריאת תוכניות חשמל, חדרים נקיים, לוחות חשמל, הכרות טובה של חוק החשמל - חובה.ידיעת השפה העברית - קריאה וכתיבה - חובה.רישיון נהיגה בתוקף - חובה.רישיון הפעלת מלג",איש/אשת תחזוקה עם ניסיון בתיקונים כלליים ובעבודות אחזקה שוטפת.,1
"לחטיבת צמנטכל בסולל בונה העוסקת בחיפרות דיפון וביסוס דרוש /ה מכונאי /ת צמ""ה התפקיד כולל: טיפול בתקלות של מכונות כמו: מנופים, מכונות קידוח, מכונות עוגנים וכו'..דרישות: דרישות:מכונאי סוג 3אנגלית בסיסית-חובהרשיון ג'-חובה המשרה כוללת רכב נכונות לעבוד במרכז המשרה מיועדת לנשים ולגברים כאחד.","סטודנט/ית להנדסת תוכנה המחפש/ת עבודה בתחום הטכנולוגיה, ידע ב-Java ו-Git.",0
"Help desk Lead לארגון גלובלי בשרון אנחנו מחפשים מוביל/ת צוות  תמיכה טכנית לארגון גלובלי בשרון.במסגרת התפקיד תיאום עבודת צוות,  הדרכה וחפיפה מקצועית עבור חברי צוות חדשים, פיקוח על לו""ז וקידום איכות תהליכים ושיפור מתמיד כדי להבטיח מתן שירות יציב ואיכותי.דרישות: לפחות 3 שנים בתפקידי IT Service/  Help desk או בתמיכת משתמשי קצה, כולל אחריות כמוביל/ת צוותידע מעשי בפרקטיקות ITIL v4 ותפעול מבוסס SLA.ניסיון מעשי עם ServiceNow (או פלטפורמות ITSM דומות)ניסיון בפתרון בעיות יעיל במערכות Windows/macOS, Microsoft 365, חומרת נקודות קצה, מדפסות ויישומי ארגון נפוצים; מושגי רשת בסיסיים (DNS, DHCP, VPN, Wi-Fi).אנגלית ברמה גבוהה- חובה המשרה מיועדת לנשים ולגברים כאחד.",טכנאי/ת תמיכה טכנית עם ניסיון בפתרון תקלות מחשוב ותקשורת.,1
"מנהל /ת מסעדה יוקרתית ומצליחה בת""א ל-HR Search חברה המתמחה בגיוס בכירים ואנשי מקצוע בתחום התיירות, הכספים והפנאי, עבור אחד מלקוחותינו, מסעדה ותיקה ומצליחה בת""א, דרוש/ה מנהל /ת המסעדה:- ניהול כולל של פעילות הסניף: תפעול יומיומי, עמידה ביעדים עסקיים ושמירה על רמה גבוהה של שירות.- ניהול ישיר של צוות עובדים גדול (מלצרים, ברמנים, טבחים, אחמ""שים).- אחריות על גיוס, הכשרה ושימור עובדים.- אחריות לניהול תקציב הסניף, בקרה על הוצאות, מלאי פודקוסט ולייבורקוסט.דרישות: - ניסיון של 5 שנים לפחות במסעדות גדולות (לא רשתות מזון מהיר) - חובה!- השכלה אקדמית - יתרון, אך לא חובה.- יתרון לבוגרי קורסים/הכשרות בתחום  ניהול מלונאות/מסעדנות.- שליטה באקסל (  ניהול דוחות, תקציבים, מעקב עובדים ומלאי) - חובה.- שליטה בסיסית ב- Word ומייל.- ניסיון במסעדות בהיקף מחזורים חודשי של 1.5m שח.- ניסיון במערכות Tabit - יתרון.- ניסיון במערכות  ניהול מלאי מרקטמן / זסטר","עובד/ת ניקיון עם ניסיון בניקיון משרדים ומוסדות, אחראי/ת ויסודי/ת.",0
"דרוש /ה גרפיקאי /ת ביצועיסט /ית עם ראש קריאיטיבי והבנה שיווקית לחצי משרה לחברת אי קומרס בעולמות המרצ'נדייז ו POD הממוקמת ברעננה, אנחנו מחפשים גרפיקאי/ית מוכשר/ת וקריאטיבי/ת, שלא מפחד/ת גם מעבודה ביצועיסטית ומדויקת.לעבודה 3 ימים בשבוע מהמשרד יצירת והתאמת תמונות מוצר, גרפיקות להדפסה על חולצות, באנרים, סרטוני MP4 קצרים.חובה! נסיון בעבודה עם כלי AI שליטה מלאה בפוטושופ/אילוסטרטורשנה-שנתיים נסיוןדרישות: שליטה טובה מאוד בתוכנות Adobe (Illustrator, Photoshop - חובה)אוריינטציה טכנית ודיוקהיכרות ושליטה בכלי AI רלוונטיים לעיצובזיקה לעולמות האי-קומרס והשוק האמריקאי - יתרוןיצירתיות, ראש גדול, אחריות ויכולת עבודה עצמאית- המשרה מיועדת לנשים ולגברים כאחד.","טבח/ית עם ניסיון במטבחים מקצועיים, זמין/ה למשמרות ערב ולילה.",0
"רכז /ת גיוס לעיסוק בגיוס מקצה לקצה - תפקיד מטה אם אתם מחפשים את האתגר הבא בעולם הגיוס, זו ההזדמנות שלכם להצטרף לצוות מוביל במטה אשדוד כמומחים בגיוס מקצה לקצה. התפקיד כולל אחריות על גיוסי מטה בדרגים השונים וגיוסי מסה כמו עובדי מחסן ונציגי שירות. תהיו מעורבים בליווי מנהלים בתהליכי גיוס מותאמים, תוך עבודה מול פלטפורמות  סושיאל כמו פייסבוק, אינסטגרם, טיקטוק ולינקדאין. תעבדו לצד חברות כ""א/השמה, תבצעו סינון קו""ח, ותובילו ראיונות טלפוניים ופרונטליים. בנוסף, תהיו חלק מהובלת תהליכי גיוס כמו תוכניות חבר מביא חבר והרחבת מקורות גיוס בעזרת חשיבה יצירתית.דרישות: תואר אקדמי או לימודים מקצועיים במשאבי אנוש או מדעי ההתנהגות. ניסיון בהובלת תהליכי גיוס מקצה לקצה ובשיתוף פעולה עם  ממשקים מגוונים. גישה חיובית לאנשים, גמישות והתמודדות מול אתגרים ולחצים. יכולות עבודה בסביבה ממוחשבת ובאופיס ברמה גבוהה. יצירתיות בקידום תהליכי גיוס ואיתור מועמדים פוטנציאליים. י","פועל/ת בניין עם ניסיון בעבודות שיפוצים וגמר, זמין/ה למשרה מלאה.",0
"למרפאה מובילה של כללית סמייל במרכז ביג בית שמש דרוש /ה פקיד /ת קבלה למרפאה מובילה של כללית סמייל בביג בית שמש דרוש/ה פקיד/ת קבלה - עבודה במשמרות בוקר וערב במסגרת התפקיד: קבלת קהל, מתן מענה טלפוני ופרונטלי, טיפול בגבייה, אדמיניסטרציה שוטפת,  ניהול יומני רופאים, זימון תורים ועוד.ומה אנחנו מציעים לכם?- עובד/ת חברה מהיום הראשון - תנאים מעולים: הסכם קיבוצי, קרן השתלמות, אפשרויות קידום.- חברה שהיא בית ומקום להתפתח בו לטווח הארוך.- עבודה גמישה במשמרות.*המשרה מיועדת לנשים וגברים כאחד*דרישות: ניסיון בתפקידי אדמניסטרציה/שירות לקוחות - יתרון משמעותי.יכולת עבודה בצוות, סדר וארגון, יכולת עבודה תחת לחץ, נכונות לעבודה במשמרות ויחסי אנוש טובים. המשרה מיועדת לנשים ולגברים כאחד.",סטודנט/ית לעבודה סוציאלית המחפש/ת עבודה חלקית במסגרת רווחה.,1
"דרושים /ות  מדריכים /ות בתחום הרובוטיקה והטכנולוגיה לבית ספר בבת ים דרושים /ות  מדריכים /ות בתחום הרובוטיקה והטכנולוגיה לבית ספר בבת יםחברה המובילה בשוק החינוך הטכנולוגי מזמינה אתכם להצטרף אלינו כמדריכים/ת לעולם מרתק של רובוטיקה וטכנולוגיה - דרך חוויה, משחק והמון השראה.לחברתנו דרושים/ות  מדריכים /ות בתחום הרובוטיקה והטכנולוגיה בבתי ספראם אתם חיים ונושמים  הדרכה - מקומכם איתנו!אנו מציעים:שכר שעתי גבוה!משרה גמישה, חלקית, בשעות הבוקרהדרכת רובוטיקה בבתי ספר יסודיים (הכשרה עלינו)יכול להתאים גם לסטודנטים/יות, מורים/ות בשבתוןדרישות: דרישות:ניסיון קודם כמדריך/ה (קבוצות של למעלה מ 15 ילדים)ניסיון קודם בהדרכת ילדים - יתרון משמעותייכולת עמידה מול קהל צעיררקע טכנולוגי יתרון ניידות - חובההמשרה בבת יםהמשרה מיועדת לנשים ולגברים כאחד. המשרה מיועדת לנשים ולגברים כאחד.","סטודנטית לחינוך המחפשת עבודה בצהרון או בבית ספר, זמינה אחר הצהריים.",1
"מכשירן /ית אנליטי לאתר קבוע בצפון קבוצת אלקטרה מגייסת מכשירן/ית לעבודות מכשור בשטח והקמת פרויקטים באלקטרה אלקו התק""שטיפול ואחזקה שוטפת למכשור תעשייתי: בקרי טמפ', לחץ, ספיקה, לחות, גובה, מהירות, רעידות וכדומה.העבודה מתבצעת בתעשייה הכימית, פטרו כימית, תעשיית המזון הייטק ועוד באזור הצפון, לרבות באזור חיפה.עבודת צוות בכפיפות למנהל עבודה משרה מלאה בימים א' ה' 06:30-16:30שעות נוספות במידת הצורך, כולל סופי שבוע!מיקום המשרה- קריית אתאדרישות: טכנאי/ת / הנדסאי/ת מכשור ובקרה או אלקטרוניקה יתרוןניסיון בעבודות אחזקה /הקמה ופרויקטים בתעשייה - יתרון משמעותינכונות לכוננויות והקפצות- בסבבים המשרה מיועדת לנשים ולגברים כאחד.","קופאי/ת וסדרן/ית עם ניסיון בעבודה ברשת קמעונאית, זמינות למשמרות בוקר וערב.",0
"נהג /ת רכב כבד למרכז שירות בעמק חפר רוצה להיות חלק מההצלחה המשפחתית של ""מאיר"" חברה למכוניות ומשאיות אצלנו תהנו מתנאים טובים, התפתחות מקצועית ואישית.אנחנו מגייסים למרכז שירות רכב כבד בעמק חפר נהג/ת שינוע משאיות ואוטובוסים ונסיעות מבחןתנאים מעולים למתאימים/ות   אנחנו מציעים:ארוחות צהריים מסובסדותקרן השתלמותביטוח רפואי פרטי מסובסדפעילויות רווחה מגוונותדרישות: אם את.ה בעל.ת* רישיון נהיגה E+D  מקומך איתנו... המשרה מיועדת לנשים ולגברים כאחד.","עובד/ת ייצור עם ניסיון בעבודה פיזית בקו ייצור, זמין/ה למשמרות.",0
"חברה מגייסים איש קראייטיב עם ניסיון בעולמות המשפיענים והסושיאל מדיה אנחנו מחפשים כוכב/ת קריאייטיב שיצטרף לצוות שלנו! אם אתם חיים ונושמים את עולמות הסושיאל מדיה, מבינים את כוחם של משפיענים, ומסוגלים לחשוב מחוץ לקופסא אנחנו מחכים לכם.מה תעשו אצלנו?* יצירת רעיונות חדשניים ומקוריים לקמפיינים דיגיטליים ומסורתיים.* עבודה צמודה עם משפיענים ליצירת תכנים פורצי דרך.* שיתוף פעולה עם צוותי הפקה ופיתוח תוכן למימוש חזון הקריאייטיב.דרישות: מה אנחנו מחפשים?* ניסיון של שנה לפחות בעולמות הקריאייטיב,  סושיאל מדיה והפקות תוכן.* ידע והבנה בתחום ההפקות (כולל הפקות וידאו).* חשיבה מחוץ לקופסא ויכולת להפוך רעיונות מטורפים למציאות.* תשוקה לחדשנות, יצירתיות ואהבה לעולם הדיגיטל.מה אנחנו מציעים?הזדמנות לעבוד עם המותגים הכי חמים בארץ ובעולם.סביבת עבודה דינמית ויצירתית עם צוות מהמם.אפשרות להתפתח ולהשפיע בעולם הפרסום.מתאים לכם?שלחו קורות חיים ופורטפוליו למייל!!!אל תשכחו לצרף דוגמה לפרויק","נהג/ת חלוקה עם רישיון נהיגה בתוקף, ניסיון בהפצה ובשירות לקוחות בשטח.",0
"מהנדס ביצוע לפרויקט בטחוני במרכז הארץ עבודה מול קבלני משנה.  ניהול צוות באתר.חישובי כמויות.עבודה מול פיקוח.ליווי צמוד והפעלת קבלנים בשטח.קריאת תוכניות ושרטוטים.בחינת פערים בין תוכניות מכרז לביצוע ומפרטים ובניית שינויים ותוספות.דרישות: מהנדס בניין / אזרחי-  ניהול הבנייה או מגמת תכנון מבנים - חובה.ניסיון עם פרויקט אחד לפחות עד מסירה, טופס 4, כיבוי אש - חובה.6 שנות ניסיון בתפקיד בחברה קבלנית בביצוע - חובה.נכונות לעבודה מאומצת, יכולות  ניהול גבוהות ויחסי אנוש מצוינים. המשרה מיועדת לנשים ולגברים כאחד.","פועל/ת בניין עם ניסיון בעבודות שיפוצים וגמר, זמין/ה למשרה מלאה.",1
"מארחים את העולם בנתב""ג: שכר פרימיום, הסעות צמודות ואווירה של דרושים מארחים ואנשי שירות ללילות של נתב""ג - שכר של 60 ש""ח לשעה! קבוצה מגייסת את ה""פנים של המסעדה"" למסעדה(כשרה) נתב""ג. מחפשים עבודה באווירה בינלאומית, עם שכר גבוה ותנאים של VIP? זה המקום שלכם!  חבילת שכר שוברת שוק:שכר ממוצע: כ-60 ש""ח לשעה (בסיס גבוה + בונוסים על עמידה ביעדים).מענק התמדה: 5,000 ש""ח בונוס בכל חצי שנה של עבודה!  מה זה אומר להיות איש שירות/מארח אצלנו?אירוח וקבלת פנים של הנוסעים בנתב""ג.עבודה באווירה צעירה, נקייה וייצוגית.מארחי לילה: משמרות לילה (22:00-07:00) - הכי שקט, ובלי הלחץ של היום. התנאים שמסביב:הסעות VIP מהבית וחזרה: אנחנו דואגים לכם להגעה וחזרה בראש שקט.אופק קידום: אפשרות להתקדם לתפקידי  ניהול בקבוצה שלנו. דרישות:יצוגיות, שירותיות ואנרגיה טובה.נכונות ללילות (5 משמרות בשבוע - משרה מלאה). מיקום: נתב""ג (כאמור, יש הסעות!).דרישות: למי זה מתאים?ניסיון קודם בשירות/אירוח - יתרון",עובד/ת מטבח עם ניסיון בהכנת מנות ובעבודה תחת לחץ.,1
"שומר /ת לממן - מסופי מטען ניטול בנתב""ג - תנאים מעולים! - הצטרפו אלנו לחברת מיקוד אבטחה ותיהנו מתנאים מעולים והטבות החל מהיום הראשון!- התפקיד כולל: אבטחת המתחם,סיורים, מעקב מצלמות אבטחה ועוד. - העבודה במשמרות 24/7: - בוקר: 7:00-15:00, צהריים: 15:00-23:00, לילה: 23:00-7:00. - כולל סופי שבוע. - תנאים סוציאליים מלאים. - קרן השתלמות + פנסיה + הבראה החל מהיום הראשון.- מתנות בחגים. - אופציות קידום למתאימים.דרישות: - יכולת הגעה עצמאית. - רצינות ואחריות. - הקפדה על זמנים. - המודעה פונה לגברים ונשים כאחד. המשרה מיועדת לנשים ולגברים כאחד.","שומר/ת עם ניסיון באבטחה, אחראי/ת ורציני/ת, זמין/ה למשמרות לילה.",1
"דרוש /ה סגן /ית  מנהל /ת לרשת רולדין לסניף עזריאלי תל אביב -  ניהול שוטף של רצפת המכירה והצוות. - עמידה ביעדי מכירות ושירות ברמה הגבוהה ביותר. - אחריות על נראות הסניף, המלאי והזמנות. - הנעת עובדים ויצירת סביבת עבודה חיובית ומקצועית.דרישות: - ניסיון קודם בניהול צוות/משמרת (מעולם המסעדנות/קמעונאות) - יתרון משמעותי מאוד! - תודעת שירות גבוהה ו""ראש גדול"". - יכולת עבודה תחת לחץ ובסביבה דינמית. - אחריות, דייקנות ויחסי אנוש מצוינים.מה אנחנו מציעים? - שכר מתגמל ותנאים מעולים. - עבודה במיקום מרכזי ונגיש. - אפשרויות קידום למתאימים/ות בתוך הרשת. - אווירה משפחתית ועבודה עם המותג המוביל בתחום.* יש לצרף ציפיות שכר לקורות החיים* משרה זו פונה לנשים וגברים כאחד המשרה מיועדת לנשים ולגברים כאחד.",סטודנט/ית לעבודה סוציאלית המחפש/ת עבודה חלקית במסגרת רווחה.,0
"מהנדס ביצוע לפרויקטים בבינוי ובתשתיות לקבוצת דניה, דרוש מהנדס ביצוע לפרויקטים בבינוי ובתשתיות באזור המרכז והשרון!תפקיד מאתגר הכולל  ניהול עובדים, תכנון וביצוע, עבודה מול קבלנים וספקים, יצירתיות רבה, יכולת ניתוח וראייה מרחבית.דרישות: מהנדס בניין / אזרחי - חובהניסיון כמהנדס ביצוע בפרויקטים בתחום הבינוי, תשתיות - יתרוןיכולת עבודה תחת לחץ ועמידה בלוחות זמנים, מתן פתרונות בשטחאסרטיביות לצד יחסי אנוש מצוינים*המשרה מנוסחת בלשון זכר אך פונה לנשים וגברים כאחד! המשרה מיועדת לנשים ולגברים כאחד.","בודק/ת ביטחוני/ת עם תעודה בתוקף, ניסיון בבדיקות בכניסות למקומות ציבוריים.",0
"סגן /ית ראש מינהל לתלמידים /ות והוראה הפקולטה להנדסה תיאור התפקיד: אחריות כוללת לתחום מינהל התלמידים בכל יחידות הפקולטה כולל:  ניהול צוות מנהלים/ות ועובדים/ות מינהל התלמידים בפקולטה, הנחייתם ובקרה על פעילותם. ריכוז קשרי הפקולטה עם המזכירות האקדמית, אגף רישום ומינהל תלמידים ועם גורמים אוניברסיטאיים נוספים בנושאים הקשורים לתלמידים ולמועמדים. אחריות על תחום הבחינות כולל אחריות על ניהול לוח הבחינות. ריכוז ועדות ההוראה והקבלה הפקולטיות, כולל ייזום נושאים לדיון ומעקב אחר החלטותיה. ריכוז תכניות הלימודים מול ועדת ההוראה והגורמים המעורבים בכך באוניברסיטה.  אחריות למתן ייעוץ לתלמידים ולמועמדים. תמיכה וסיוע מינהלי לסגל האקדמי בנושאי תלמידים והוראה. אחריות על ארגון הבידינג ותכנון הליך הרישום לקורסים של כלל תלמידי הפקולטה.  אחריות לעדכון ידיעון הפקולטה, עדכון תכניות הלימוד והעלאת המידע לאתר הפקולטה.  ריכוז ועדת משמעת פקולטית וטיפול בבעיות חריגות של התלמי","בודק/ת ביטחוני/ת עם תעודה בתוקף, ניסיון בבדיקות בכניסות למקומות ציבוריים.",0
"בואו לעבוד איתנו בתפקיד קופאי /ת באיקאה ראשל""צ! מתן שירות וקבלת תשלום עבור המוצרים הנאספים על ידי הלקוח.מתן עזרה ללקוחות בקופות עצמאיות.עבודה במשרה מלאה וחלקיתהסעות מ: חולון,בת ים,רמלה,לוד,נס ציונה,רחובות,אשדוד,יבנה,גן יבנה, באר יעקב, ומראשל""צ (במשמרת ערב בחזור). ארוחות מסובסדות.דרישות: חיוךאחריותסבלנותנכונות למשמרות בוקר וערב. המשרה מיועדת לנשים ולגברים כאחד.","צלם/ת עם ניסיון בצילום אירועים ומוצרים, זמין/ה לעבודה פרילנס.",0
"כניסה לעולם הטכני- הכשרה עלינו!! לחברה הייטק מובילה דרוש /ה נציג /ת  תמיכה טכנית |ממוצע שכר 9K לבעלי/ות אוריינטציה טכנית זאת המשרה בשבילכם/ן- נציג/ת  תמיכה טכנית!!# בונוסים# אופציה למשרת סטודנט/ית# חנייה מסודרת# אווירה משפחתית וחמה# אופציות קידום נרחבות# אירועי חברה ואירועים מחלקתיים וצוותים# happy hour כל יום חמישי # משמרות מגוונות# פעילויות רווחה מגוונות # מתנות מפנקות בחגים וימי הולדת ועוד.....מה בתפקיד?מתן מענה מקצועי ותמיכה טכנית ללקוחות עסקיים בתחום הקופות והמסופנים. טיפול בפניות נכנסות, פתרון תקלות ומתן מענה בזמן אמת על מנת להבטיח חוויית לקוח איכותית.דרישות: אורינטצייה טכנית - חובה המשרה מיועדת לנשים ולגברים כאחד.","נהג/ת חלוקה עם רישיון נהיגה בתוקף, ניסיון בהפצה ובשירות לקוחות בשטח.",0
"דרושים /ות אנשי מכירות תותחים! לחברה בתחום הרזיה ובריאות דרושים/ות אנשי מכירות טלפוניים למכירה של תוכניות הרזיה אישיותתיאור התפקיד:- עבודה מהבית בתנאי שקיים משרד ביתי שקט ומסודר ללא הפרעות של ילדים, בעלי חיים או עיסוקים נוספים במקביל - 8 שעות ביום (משרה מלאה) - לידים חמים בלבד- חברה עם ותק של יותר מ-15 שנים בתחום - חוזה עבודה מסודר ותנאים סוציאליים- תקופת התלמדות של 3 חודשים והכשרה מעמיקה במקום - צוות מגובש ומקצועי ברמה עם גישה נעימה לאנשי צוות חדשים - קריירה לטווח ארוך (עדיפות לחוזה עבודה של 3 שנים +) אחרי תקופת ההתלמדותדרישות: - רצון אמיתי לעבוד, להרוויח ולעזור להמון אנשים - חובה- המשרה אינה מתאימה לסטודנטים או אנשים שמחפשים העסקה זמנית או חלקית או לאנשים שמחפשים השלמת הכנסה- המשרה אינה מתאימה לאימהות שמחפשות תעסוקה מהבית בזמן שהן שומרות על ילדים או תינוקות בבית - פניות למשרה מלאה בלבד- מחפשים רק אנשים רציניים שמחפשים","מלצר/ית עם ניסיון במסעדות ובאירועים, תודעת שירות גבוהה, זמין/ה לסופי שבוע.",0
"מורים /ות לביה""ס בכפר הנוער עתיד קציני ים, עכו מחפשים עבודה עם משמעות? הצטרפו לנבחרת ההוראה שלנו! מרכז הלמידה של כפר הנוער עתיד קציני ים בעכו מזמין אתכם להיות חלק מצוות שמוביל להצלחה!אנחנו מחפשים מורים ומורות מלאי מרץ למקצועות הליבה ורבי מלל, לעבודה באווירה ייחודית, משפחתית ומעצימה בשעות אחר הצהריים וסיפוק אדיר וליווי התלמידים בתהליכי שינוי והצלחה.- מתמטיקה 3-5 יח""ל(תיכון) - אנגלית 3-5 יח""ל (כל הרמות) - לשון (הכנה לבגרויות וחיזוק השפה) - רבי מללדרישות: בעלי תואר ראשון / מורים מוסמכים / סטודנטים/ות להוראה או לתארים רלוונטיים - הזדמנות מצוינת לצבור ניסיון מעשי! תעודת הוראה גישה חינוכית, סבלנות, יכולת הכלה ויכולת ליצור קשר בין-אישי עם בני נוער זמינות לעבודה בשעות אחר הצהריים (סביב השעות 15:00-20:30) אפשרות למשרה גמישה (יומיים-שלושה בשבוע) המשרה מיועדת לנשים ולגברים כאחד.","גננת מוסמכת עם ניסיון בעבודה עם ילדי גן, סבלנית ויצירתית, זמינה למשרה מלאה.",1
"לחברת ""בלס הנדסה ומיכון"" בפתח תקווה דרוש /ה מכונאי.ת /טכנאי.ת מכונות לחברת ""בלס הנדסה ומיכון"" הממוקמת בפתח תקווה דרוש /ה  מכונאי.ת /טכנאי.ת מכונות למפעל להידראוליקה.התפקיד כולל:פירוק והרכבת מכלולים, שיפוץ רכיבים, פירוק והרכבת מערכות ועוד. העבודה במשרה מלאה בין השעות - 07:30-17:00תנאים טובים למתאים /הדרישות: *מכונאי /ת רכב - יתרון.*נכונות לטווח הארוך.*יחסי אנוש טובים, אחריות, עבודה בצוות.*יוצאי צבא - יתרון.* המשרה מיועדת לנשים ולגברים כאחד.","מפעיל/ת מכונות עם ניסיון בתעשייה, אחראי/ת ומדויק/ת.",1
"לחברה מובילה בתחום התוכנה והבקרה דרוש /ה חווט /ת למחלקה שעוסקת בחיווט לתעשייה הבטחונית דרוש/ה חווט/ת לחיווט מגירות, צמות, קריאת שרטוט אלקטרונימשרה מלאה, 5 ימי עבודה בשבוע.דרישות: * בעל/ת ניסיון בחיווט של רתמות צבאיות ותיבות אלקטרוניות.* בעל/ת הסמכה ל 620 ipc - יתרון משמעותי המשרה מיועדת לנשים ולגברים כאחד.",איש/אשת תחזוקה עם ניסיון בתיקונים כלליים ובעבודות אחזקה שוטפת.,0
"תומכ.ת טכנית - חשבים מבת חילן חילן הינה חברה מובילה בישראל בפיתוח פתרונות  תוכנה כשירות (SaaS) ומציעה פתרון מקיף לניהול ההון האנושי בארגון. אנו מגייסים תומך/ת טכני/ת (  Help desk ) לחברת חילן בתל אביב, לתפקיד  תמיכה טכנית טלפונית ברמת תמיכה Tier 1 בנושאים טכניים ללקוחות עסקיים ולעובדי החברה. עבודה כחלק מצוות מקצועי ומוביל.משרדינו בת""א בקרבת קו רכבת, משלבים עבודה היברידית.משרדינו בפארק תעשיות בר-לב l קו רכבת l תקופת הכשרה בסניף חיפה עבודה במשרה מלאה, במודל היברידידרישות: -יתרון משמעותי למשוחררים/ות מהצבא מתפקידי מנהלי רשת,  Help desk, IT.-יכולת מתן שירות ברמה גבוהה.-יכולת הובלת שיחה וסגירת מעגל טיפול.-יכולת עבודה בצוות.-אוריינטציה טכנית.-יכולת עבודה תחת לחץ.-עברית רהוטה.* משרה זו פונה לנשים וגברים כאחד. המשרה מיועדת לנשים ולגברים כאחד.","מפתח/ת תוכנה עם ניסיון ב-Python ו-SQL, זמין/ה למשרה חלקית או פרויקטלית.",1
"מאבח.ת רכב מסחרי | ירושלים איך יראה היום שלך?אבחון תקלות ברכבי המחלקה  ניהול ממשק שוטף עם המכונאים במחלקה, במהלך תיקון התקלותתפעול ושימוש בכלי אבחוןדרישות: ניסיון כמאבחן במוסך ניסיון בעבודה עם מחשב אבחון ניסיון בעבודה על רכב חשמלי אנגלית ברמה טובה משרה מלאה: ימים א-ה: 7:30-16:00 שעות נוספות על פי צורךשישי: 7:30-12:00 לסירוגין המשרה מיועדת לנשים ולגברים כאחד.","פועל/ת בניין עם ניסיון בעבודות שיפוצים וגמר, זמין/ה למשרה מלאה.",1
"מתאם /ת טיפולים למכון אסתטיקה מוביל! לסניפים מובילים בתחום האסתטיקה דרוש/ה מזכיר/ה רכזת אדמיניסטרטיבי/ת עם ניסיון, כדי להעניק שירות פרונטלי למטופלים,לנהל יומנים, תיאום תורים, טיפול בכספים ושמירה על נראות המרפאה.מהות התפקיד:- מענה פרונטלי למטופלים- תיאום תורים וניהול יומנים- טיפול בכספים- שמירה על נראות וניקיון המרפאהתנאים:- שכר בסיס גבוה + עמלות ובונוסים גבוהים!!- עבודה במשמרות (כל משמרת 8 שעות), שישי לסירוגין- שעות עבודה: 09:00 -17:00, 13:00 -21:00, שישי 8:00 -13:00- קליטה כעובד/ת חברה מהיום הראשון עם כל התנאים הנלוויםמיקום: תל אביב, רעננה, חיפההמשרה מיועדת לנשים ולגברים כאחד. שלח/י קורות חיים והצטרף/י לצוות מקצועי ומסייע!דרישות: - ניסיון אדמיניסטרטיבי של לפחות שנתיים, כולל  ניהול יומנים - חובה- שליטה מלאה ב-Office ואוריינטציה מחשובית- יכולת ריבוי משימות ומספר  ממשקים בו זמנית- יכולת בין אישית גבוהה ויכולת עבודה בצוות- שירות",סטודנט/ית לעבודה סוציאלית המחפש/ת עבודה חלקית במסגרת רווחה.,1
"לרשת עמל דרוש /ה טכנאי /ת מחשבים לתיכון טכנולוגי אשדוד תחזוקה שוטפת של כל המחשבים בביה""ס, חדרי המולטימדיה והכיתות המתוקשבות בביה""ס.  ניהול משתמשים לרבות הרשאות,  ניהול  תשתיות מחשוב Microsoft.תיקון תקלות במדפסות וסורקים, ניסיון בהתקנת מתגים וציוד תקשורת.  ניהול תחנות עבודה וציוד קצה.תמיכה באתר הבית ספרי.ניסיון ותמיכה בתוכנות חדשות.תמיכה במשתמשי קצה ושליטה מרחוק.שירות לבחינות בגרות מתוקשבות.  ניהול תקציב מחשוב שנתי ורכישת ציוד.תפעול מצלמות בבית הספר.מתן שירות למורים ולצוות בי""ס.היקף משרה 50%.דרישות: טכנאי /ת מחשבים / הנדסאי /ת מחשבים /בוגר /ת קורס רכזי /ות מחשוב או מובילי מחשוב - חובה.ניסיון של לפחות שנה בתחום - חובה.תעודת הסמכה ברשתות יתרון.ניסיון בתחזוקת  חומרה ותוכנה ובהתקנת ציוד אור-קולי.ניסיון בעבודה בטרמינל - יתרון.יחסי אנוש מעולים, מסודר /ת, אחראי /ת, ראש גדול, בעל /ת יכולת למידה עצמית. המשרה מיועדת לנשים ולגברים כאחד.","מעצב/ת גרפי/ת עם ניסיון ב-Photoshop ו-Illustrator, יצירתי/ת ומדויק/ת.",0
